Epoch: [0][0/288]	 Time 2.138 (2.138)	 Loss 0.123904 (0.123904)
Epoch: [8][220/288]	 Time 0.662 (0.665)	 Loss 0.123354 (0.107735)
Epoch: [8][230/288]	 Time 0.660 (0.665)	 Loss 0.109428 (0.107697)
Epoch: [8][240/288]	 Time 0.659 (0.665)	 Loss 0.093100 (0.107695)
Epoch: [8][250/288]	 Time 0.664 (0.665)	 Loss 0.086573 (0.107345)
Epoch: [8][260/288]	 Time 0.659 (0.664)	 Loss 0.106647 (0.107051)
Epoch: [8][270/288]	 Time 0.667 (0.664)	 Loss 0.088229 (0.106532)
Epoch: [8][280/288]	 Time 0.662 (0.664)	 Loss 0.147287 (0.106453)
Val/Test: [0/72]	 Time 1.026 (1.026)	 Loss 0.100288 (0.100288)
Val/Test: [10/72]	 Time 0.629 (0.668)	 Loss 0.084334 (0.096389)
Val/Test: [20/72]	 Time 0.632 (0.651)	 Loss 0.087158 (0.100564)
Val/Test: [30/72]	 Time 0.634 (0.644)	 Loss 0.095126 (0.105295)
Val/Test: [40/72]	 Time 0.634 (0.641)	 Loss 0.113707 (0.106803)
Val/Test: [50/72]	 Time 0.626 (0.639)	 Loss 0.100470 (0.106563)
Val/Test: [60/72]	 Time 0.628 (0.638)	 Loss 0.101536 (0.106074)
Val/Test: [70/72]	 Time 0.631 (0.637)	 Loss 0.144121 (0.104890)
Epoch: [9][0/288]	 Time 1.061 (1.061)	 Loss 0.108507 (0.108507)
Epoch: [9][10/288]	 Time 0.662 (0.699)	 Loss 0.091911 (0.095838)
Epoch: [9][20/288]	 Time 0.657 (0.680)	 Loss 0.152161 (0.104022)
Epoch: [9][30/288]	 Time 0.657 (0.674)	 Loss 0.123190 (0.105009)
Epoch: [9][40/288]	 Time 0.662 (0.671)	 Loss 0.137581 (0.106193)
Epoch: [9][50/288]	 Time 0.651 (0.669)	 Loss 0.109206 (0.108139)
Epoch: [9][60/288]	 Time 0.660 (0.668)	 Loss 0.081510 (0.107248)
Epoch: [9][70/288]	 Time 0.659 (0.667)	 Loss 0.100441 (0.106721)
Epoch: [9][80/288]	 Time 0.661 (0.666)	 Loss 0.059274 (0.104843)
Epoch: [9][90/288]	 Time 0.656 (0.665)	 Loss 0.148933 (0.107033)
Epoch: [9][100/288]	 Time 0.654 (0.665)	 Loss 0.110883 (0.106852)
Epoch: [9][110/288]	 Time 0.662 (0.665)	 Loss 0.139643 (0.107427)
Epoch: [9][120/288]	 Time 0.657 (0.664)	 Loss 0.070899 (0.106643)
Epoch: [9][130/288]	 Time 0.664 (0.664)	 Loss 0.094529 (0.106840)
Epoch: [9][140/288]	 Time 0.668 (0.664)	 Loss 0.097557 (0.107172)
Epoch: [9][150/288]	 Time 0.663 (0.664)	 Loss 0.083312 (0.107141)
Epoch: [9][160/288]	 Time 0.665 (0.664)	 Loss 0.122281 (0.106589)
Epoch: [9][170/288]	 Time 0.651 (0.663)	 Loss 0.111986 (0.106109)
Epoch: [9][180/288]	 Time 0.659 (0.663)	 Loss 0.096985 (0.106224)
Epoch: [9][190/288]	 Time 0.666 (0.663)	 Loss 0.094556 (0.105780)
Epoch: [9][200/288]	 Time 0.659 (0.663)	 Loss 0.130058 (0.105866)
Epoch: [9][210/288]	 Time 0.658 (0.663)	 Loss 0.062044 (0.105432)
Epoch: [9][220/288]	 Time 0.655 (0.663)	 Loss 0.109743 (0.105755)
Epoch: [9][230/288]	 Time 0.661 (0.662)	 Loss 0.096841 (0.106055)
Epoch: [9][240/288]	 Time 0.669 (0.662)	 Loss 0.062204 (0.105714)
Epoch: [9][250/288]	 Time 0.662 (0.662)	 Loss 0.092412 (0.105334)
Epoch: [9][260/288]	 Time 0.669 (0.662)	 Loss 0.108145 (0.105307)
Epoch: [9][270/288]	 Time 0.662 (0.662)	 Loss 0.118171 (0.105523)
Epoch: [9][280/288]	 Time 0.659 (0.662)	 Loss 0.063555 (0.105921)
Val/Test: [0/72]	 Time 1.014 (1.014)	 Loss 0.091088 (0.091088)
Val/Test: [10/72]	 Time 0.639 (0.670)	 Loss 0.080232 (0.092039)
Val/Test: [20/72]	 Time 0.640 (0.653)	 Loss 0.107920 (0.099403)
Val/Test: [30/72]	 Time 0.631 (0.647)	 Loss 0.080631 (0.104039)
Val/Test: [40/72]	 Time 0.635 (0.644)	 Loss 0.093774 (0.106502)
Val/Test: [50/72]	 Time 0.626 (0.642)	 Loss 0.087742 (0.104554)
Val/Test: [60/72]	 Time 0.631 (0.641)	 Loss 0.118485 (0.107017)
Val/Test: [70/72]	 Time 0.638 (0.640)	 Loss 0.086132 (0.106012)
Epoch: [10][0/288]	 Time 1.071 (1.071)	 Loss 0.069850 (0.069850)
Epoch: [10][10/288]	 Time 0.661 (0.698)	 Loss 0.126409 (0.104370)
Epoch: [10][20/288]	 Time 0.668 (0.680)	 Loss 0.091661 (0.101745)
Epoch: [10][30/288]	 Time 0.664 (0.674)	 Loss 0.117081 (0.106907)
Epoch: [10][40/288]	 Time 0.663 (0.671)	 Loss 0.096709 (0.106438)
Epoch: [10][50/288]	 Time 0.662 (0.669)	 Loss 0.092842 (0.106517)
Epoch: [10][60/288]	 Time 0.661 (0.668)	 Loss 0.082338 (0.106284)
Epoch: [10][70/288]	 Time 0.666 (0.667)	 Loss 0.142476 (0.106699)
Epoch: [10][80/288]	 Time 0.667 (0.667)	 Loss 0.096007 (0.106881)
Epoch: [10][90/288]	 Time 0.662 (0.667)	 Loss 0.128553 (0.106834)
Epoch: [10][100/288]	 Time 0.666 (0.666)	 Loss 0.104299 (0.106175)
Epoch: [10][110/288]	 Time 0.660 (0.666)	 Loss 0.114637 (0.106219)
Epoch: [10][120/288]	 Time 0.656 (0.666)	 Loss 0.093940 (0.105546)
Epoch: [10][130/288]	 Time 0.667 (0.666)	 Loss 0.097687 (0.105179)
Epoch: [10][140/288]	 Time 0.672 (0.666)	 Loss 0.071185 (0.104943)
Epoch: [10][150/288]	 Time 0.662 (0.666)	 Loss 0.067230 (0.104727)
Epoch: [10][160/288]	 Time 0.668 (0.666)	 Loss 0.099778 (0.105272)
Epoch: [10][170/288]	 Time 0.671 (0.666)	 Loss 0.100754 (0.105114)
Epoch: [10][180/288]	 Time 0.662 (0.666)	 Loss 0.082841 (0.105127)
Epoch: [10][190/288]	 Time 0.669 (0.666)	 Loss 0.115810 (0.105908)
Epoch: [10][200/288]	 Time 0.662 (0.666)	 Loss 0.091035 (0.106433)
Epoch: [10][210/288]	 Time 0.657 (0.665)	 Loss 0.123903 (0.106595)
Epoch: [10][220/288]	 Time 0.657 (0.665)	 Loss 0.079615 (0.106000)
Epoch: [10][230/288]	 Time 0.662 (0.665)	 Loss 0.079136 (0.105859)
Epoch: [10][240/288]	 Time 0.658 (0.665)	 Loss 0.098445 (0.106195)
Epoch: [10][250/288]	 Time 0.662 (0.665)	 Loss 0.100931 (0.106038)
Epoch: [10][260/288]	 Time 0.654 (0.664)	 Loss 0.096460 (0.105835)
Epoch: [10][270/288]	 Time 0.659 (0.664)	 Loss 0.160720 (0.105906)
Epoch: [10][280/288]	 Time 0.658 (0.664)	 Loss 0.082364 (0.105650)
Val/Test: [0/72]	 Time 1.032 (1.032)	 Loss 0.068085 (0.068085)
Val/Test: [10/72]	 Time 0.635 (0.673)	 Loss 0.122543 (0.101481)
Val/Test: [20/72]	 Time 0.623 (0.652)	 Loss 0.095049 (0.103397)
Val/Test: [30/72]	 Time 0.627 (0.646)	 Loss 0.135107 (0.105946)
Val/Test: [40/72]	 Time 0.632 (0.642)	 Loss 0.100817 (0.104840)
Val/Test: [50/72]	 Time 0.637 (0.640)	 Loss 0.098398 (0.104208)
Val/Test: [60/72]	 Time 0.626 (0.639)	 Loss 0.089761 (0.103815)
Val/Test: [70/72]	 Time 0.633 (0.638)	 Loss 0.108882 (0.105523)
Epoch: [11][0/288]	 Time 1.092 (1.092)	 Loss 0.078392 (0.078392)
Epoch: [11][10/288]	 Time 0.663 (0.704)	 Loss 0.099871 (0.096495)
Epoch: [11][20/288]	 Time 0.659 (0.684)	 Loss 0.071766 (0.097204)
Epoch: [11][30/288]	 Time 0.656 (0.677)	 Loss 0.107661 (0.102536)
Epoch: [11][40/288]	 Time 0.666 (0.673)	 Loss 0.081314 (0.101879)
Epoch: [11][50/288]	 Time 0.657 (0.671)	 Loss 0.095511 (0.102522)
Epoch: [11][60/288]	 Time 0.659 (0.669)	 Loss 0.117516 (0.102263)
Epoch: [11][70/288]	 Time 0.662 (0.668)	 Loss 0.094666 (0.103501)
Epoch: [11][80/288]	 Time 0.662 (0.667)	 Loss 0.125465 (0.104051)
Epoch: [11][90/288]	 Time 0.660 (0.666)	 Loss 0.086165 (0.104192)
Epoch: [11][100/288]	 Time 0.660 (0.666)	 Loss 0.099121 (0.104332)
Epoch: [11][110/288]	 Time 0.660 (0.665)	 Loss 0.121966 (0.104434)
Epoch: [11][120/288]	 Time 0.658 (0.665)	 Loss 0.111275 (0.104067)
Epoch: [11][130/288]	 Time 0.661 (0.665)	 Loss 0.067762 (0.104431)
Epoch: [11][140/288]	 Time 0.657 (0.664)	 Loss 0.058632 (0.104676)
Epoch: [11][150/288]	 Time 0.664 (0.664)	 Loss 0.113909 (0.104809)
Epoch: [11][160/288]	 Time 0.656 (0.664)	 Loss 0.082700 (0.104961)
Epoch: [11][170/288]	 Time 0.659 (0.664)	 Loss 0.099644 (0.105223)
Epoch: [11][180/288]	 Time 0.658 (0.664)	 Loss 0.079782 (0.105456)
Epoch: [11][190/288]	 Time 0.653 (0.663)	 Loss 0.085920 (0.105858)
Epoch: [11][200/288]	 Time 0.659 (0.663)	 Loss 0.103459 (0.105687)
Epoch: [11][210/288]	 Time 0.654 (0.663)	 Loss 0.101027 (0.106118)
Epoch: [11][220/288]	 Time 0.662 (0.663)	 Loss 0.120696 (0.106198)
Epoch: [11][230/288]	 Time 0.657 (0.663)	 Loss 0.108368 (0.106674)
Epoch: [11][240/288]	 Time 0.648 (0.663)	 Loss 0.111716 (0.106730)
Epoch: [11][250/288]	 Time 0.660 (0.663)	 Loss 0.104295 (0.106580)
Epoch: [11][260/288]	 Time 0.655 (0.663)	 Loss 0.094520 (0.106645)
Epoch: [11][270/288]	 Time 0.659 (0.663)	 Loss 0.104064 (0.106363)
Epoch: [11][280/288]	 Time 0.655 (0.663)	 Loss 0.080231 (0.106182)
Val/Test: [0/72]	 Time 1.040 (1.040)	 Loss 0.090038 (0.090038)
Val/Test: [10/72]	 Time 0.626 (0.673)	 Loss 0.091099 (0.108127)
Val/Test: [20/72]	 Time 0.634 (0.652)	 Loss 0.100151 (0.104742)
Val/Test: [30/72]	 Time 0.632 (0.646)	 Loss 0.160526 (0.113036)
Val/Test: [40/72]	 Time 0.628 (0.642)	 Loss 0.110653 (0.112975)
Val/Test: [50/72]	 Time 0.631 (0.640)	 Loss 0.142445 (0.114108)
Val/Test: [60/72]	 Time 0.635 (0.639)	 Loss 0.136988 (0.112619)
Val/Test: [70/72]	 Time 0.633 (0.638)	 Loss 0.124712 (0.113471)
Epoch: [12][0/288]	 Time 1.084 (1.084)	 Loss 0.145445 (0.145445)
Epoch: [12][10/288]	 Time 0.661 (0.701)	 Loss 0.077336 (0.105400)
Epoch: [12][20/288]	 Time 0.664 (0.684)	 Loss 0.062253 (0.105496)
Epoch: [12][30/288]	 Time 0.664 (0.678)	 Loss 0.089981 (0.104896)
Epoch: [12][40/288]	 Time 0.670 (0.675)	 Loss 0.068135 (0.101095)
Epoch: [12][50/288]	 Time 0.664 (0.673)	 Loss 0.091466 (0.099694)
Epoch: [12][60/288]	 Time 0.666 (0.672)	 Loss 0.085839 (0.102339)
Epoch: [12][70/288]	 Time 0.670 (0.671)	 Loss 0.121683 (0.104006)
Epoch: [12][80/288]	 Time 0.662 (0.670)	 Loss 0.118249 (0.105074)
Epoch: [12][90/288]	 Time 0.659 (0.669)	 Loss 0.112397 (0.105185)
Epoch: [12][100/288]	 Time 0.665 (0.668)	 Loss 0.091579 (0.104982)
Epoch: [12][110/288]	 Time 0.658 (0.667)	 Loss 0.115949 (0.105637)
Epoch: [12][120/288]	 Time 0.664 (0.667)	 Loss 0.117967 (0.105607)
Epoch: [12][130/288]	 Time 0.661 (0.666)	 Loss 0.066996 (0.105730)
Epoch: [12][140/288]	 Time 0.662 (0.666)	 Loss 0.101975 (0.105756)
Epoch: [12][150/288]	 Time 0.660 (0.666)	 Loss 0.086766 (0.105612)
Epoch: [12][160/288]	 Time 0.662 (0.665)	 Loss 0.084795 (0.105187)
Epoch: [12][170/288]	 Time 0.665 (0.665)	 Loss 0.111900 (0.104532)
Epoch: [12][180/288]	 Time 0.663 (0.665)	 Loss 0.110441 (0.105676)
Epoch: [12][190/288]	 Time 0.660 (0.664)	 Loss 0.080537 (0.105696)
Epoch: [12][200/288]	 Time 0.666 (0.664)	 Loss 0.104065 (0.105356)
Epoch: [12][210/288]	 Time 0.662 (0.664)	 Loss 0.087445 (0.105455)
Epoch: [12][220/288]	 Time 0.666 (0.664)	 Loss 0.121472 (0.105894)
Epoch: [12][230/288]	 Time 0.669 (0.664)	 Loss 0.098111 (0.105889)
Epoch: [12][240/288]	 Time 0.657 (0.664)	 Loss 0.120550 (0.105815)
Epoch: [12][250/288]	 Time 0.662 (0.664)	 Loss 0.118657 (0.105520)
Epoch: [12][260/288]	 Time 0.658 (0.664)	 Loss 0.089478 (0.105968)
Epoch: [12][270/288]	 Time 0.661 (0.664)	 Loss 0.107421 (0.106111)
Epoch: [12][280/288]	 Time 0.657 (0.664)	 Loss 0.132722 (0.106364)
Val/Test: [0/72]	 Time 1.027 (1.027)	 Loss 0.080560 (0.080560)
Val/Test: [10/72]	 Time 0.638 (0.672)	 Loss 0.112101 (0.108017)
Val/Test: [20/72]	 Time 0.632 (0.652)	 Loss 0.069491 (0.103499)
Val/Test: [30/72]	 Time 0.626 (0.645)	 Loss 0.104455 (0.101543)
Val/Test: [40/72]	 Time 0.635 (0.642)	 Loss 0.112633 (0.103737)
Val/Test: [50/72]	 Time 0.629 (0.640)	 Loss 0.071812 (0.104034)
Val/Test: [60/72]	 Time 0.630 (0.639)	 Loss 0.116217 (0.105119)
Val/Test: [70/72]	 Time 0.630 (0.638)	 Loss 0.102805 (0.106141)
Epoch: [13][0/288]	 Time 1.061 (1.061)	 Loss 0.091838 (0.091838)
Epoch: [13][10/288]	 Time 0.665 (0.702)	 Loss 0.069630 (0.101930)
Epoch: [13][20/288]	 Time 0.665 (0.684)	 Loss 0.115810 (0.101522)
Epoch: [13][30/288]	 Time 0.668 (0.678)	 Loss 0.120244 (0.101928)
Epoch: [13][40/288]	 Time 0.663 (0.674)	 Loss 0.110093 (0.103118)
Epoch: [13][50/288]	 Time 0.666 (0.672)	 Loss 0.100121 (0.103819)
Epoch: [13][60/288]	 Time 0.661 (0.670)	 Loss 0.075851 (0.102813)
Epoch: [13][70/288]	 Time 0.669 (0.669)	 Loss 0.085170 (0.104363)
Epoch: [13][80/288]	 Time 0.662 (0.668)	 Loss 0.111594 (0.104130)
Epoch: [13][90/288]	 Time 0.662 (0.667)	 Loss 0.118941 (0.104509)
Epoch: [13][100/288]	 Time 0.664 (0.666)	 Loss 0.085724 (0.104501)
Epoch: [13][110/288]	 Time 0.659 (0.666)	 Loss 0.078966 (0.104041)
Epoch: [13][120/288]	 Time 0.662 (0.665)	 Loss 0.100932 (0.105007)
Epoch: [13][130/288]	 Time 0.661 (0.665)	 Loss 0.081672 (0.104121)
Epoch: [13][140/288]	 Time 0.664 (0.665)	 Loss 0.101090 (0.104153)
Epoch: [13][150/288]	 Time 0.664 (0.665)	 Loss 0.102220 (0.104395)
Epoch: [13][160/288]	 Time 0.660 (0.665)	 Loss 0.086587 (0.104646)
Epoch: [13][170/288]	 Time 0.670 (0.665)	 Loss 0.094602 (0.104362)
Epoch: [13][180/288]	 Time 0.658 (0.665)	 Loss 0.091511 (0.104218)
Epoch: [13][190/288]	 Time 0.663 (0.665)	 Loss 0.106487 (0.104552)
Epoch: [13][200/288]	 Time 0.661 (0.665)	 Loss 0.093564 (0.104629)
Epoch: [13][210/288]	 Time 0.661 (0.665)	 Loss 0.107220 (0.104499)
Epoch: [13][220/288]	 Time 0.665 (0.664)	 Loss 0.097071 (0.105158)
Epoch: [13][230/288]	 Time 0.658 (0.664)	 Loss 0.081579 (0.104945)
Epoch: [13][240/288]	 Time 0.664 (0.664)	 Loss 0.101136 (0.104895)
Epoch: [13][250/288]	 Time 0.664 (0.664)	 Loss 0.132142 (0.104680)
Epoch: [13][260/288]	 Time 0.659 (0.664)	 Loss 0.095046 (0.104944)
Epoch: [13][270/288]	 Time 0.667 (0.664)	 Loss 0.096018 (0.104723)
Epoch: [13][280/288]	 Time 0.662 (0.664)	 Loss 0.083091 (0.104439)
Val/Test: [0/72]	 Time 1.005 (1.005)	 Loss 0.109838 (0.109838)
Val/Test: [10/72]	 Time 0.634 (0.672)	 Loss 0.082637 (0.100828)
Val/Test: [20/72]	 Time 0.628 (0.652)	 Loss 0.070532 (0.103458)
Val/Test: [30/72]	 Time 0.627 (0.644)	 Loss 0.103900 (0.102805)
Val/Test: [40/72]	 Time 0.634 (0.641)	 Loss 0.113392 (0.103940)
Val/Test: [50/72]	 Time 0.634 (0.639)	 Loss 0.093243 (0.107096)
Val/Test: [60/72]	 Time 0.632 (0.638)	 Loss 0.116987 (0.106417)
Val/Test: [70/72]	 Time 0.631 (0.637)	 Loss 0.098561 (0.105885)
Epoch: [14][0/288]	 Time 1.068 (1.068)	 Loss 0.079897 (0.079897)
Epoch: [14][10/288]	 Time 0.663 (0.700)	 Loss 0.096969 (0.093000)
Epoch: [14][20/288]	 Time 0.666 (0.683)	 Loss 0.089134 (0.096843)
Epoch: [14][30/288]	 Time 0.661 (0.677)	 Loss 0.083800 (0.098603)
Epoch: [14][40/288]	 Time 0.665 (0.674)	 Loss 0.108786 (0.100011)
Epoch: [14][50/288]	 Time 0.664 (0.673)	 Loss 0.118880 (0.100026)
Epoch: [14][60/288]	 Time 0.669 (0.672)	 Loss 0.111710 (0.100501)
Epoch: [14][70/288]	 Time 0.664 (0.671)	 Loss 0.127525 (0.101443)
Epoch: [14][80/288]	 Time 0.663 (0.670)	 Loss 0.138737 (0.101580)
Epoch: [14][90/288]	 Time 0.664 (0.669)	 Loss 0.090292 (0.102689)
Epoch: [14][100/288]	 Time 0.662 (0.669)	 Loss 0.143537 (0.103620)
Epoch: [14][110/288]	 Time 0.666 (0.668)	 Loss 0.113120 (0.103827)
Epoch: [14][120/288]	 Time 0.666 (0.668)	 Loss 0.114282 (0.104363)
Epoch: [14][130/288]	 Time 0.656 (0.668)	 Loss 0.075651 (0.104919)
Epoch: [14][140/288]	 Time 0.666 (0.668)	 Loss 0.114493 (0.104843)
Epoch: [14][150/288]	 Time 0.668 (0.668)	 Loss 0.113033 (0.105100)
Epoch: [14][160/288]	 Time 0.673 (0.667)	 Loss 0.099167 (0.105003)
Epoch: [14][170/288]	 Time 0.668 (0.667)	 Loss 0.124301 (0.104983)
Epoch: [14][180/288]	 Time 0.670 (0.667)	 Loss 0.099383 (0.105104)
Epoch: [14][190/288]	 Time 0.667 (0.667)	 Loss 0.176799 (0.105938)
Epoch: [14][200/288]	 Time 0.664 (0.667)	 Loss 0.120104 (0.105525)
Epoch: [14][210/288]	 Time 0.667 (0.667)	 Loss 0.081607 (0.105572)
Epoch: [14][220/288]	 Time 0.668 (0.667)	 Loss 0.082685 (0.105100)
Epoch: [14][230/288]	 Time 0.654 (0.667)	 Loss 0.126287 (0.104925)
Epoch: [14][240/288]	 Time 0.663 (0.667)	 Loss 0.163765 (0.105173)
Epoch: [14][250/288]	 Time 0.667 (0.667)	 Loss 0.173085 (0.105722)
Epoch: [14][260/288]	 Time 0.671 (0.667)	 Loss 0.124833 (0.105835)
Epoch: [14][270/288]	 Time 0.667 (0.667)	 Loss 0.109764 (0.106156)
Epoch: [14][280/288]	 Time 0.667 (0.667)	 Loss 0.091776 (0.105768)
Val/Test: [0/72]	 Time 1.013 (1.013)	 Loss 0.087385 (0.087385)
Val/Test: [10/72]	 Time 0.638 (0.668)	 Loss 0.094019 (0.101761)
Val/Test: [20/72]	 Time 0.637 (0.653)	 Loss 0.084615 (0.109311)
Val/Test: [30/72]	 Time 0.638 (0.647)	 Loss 0.103787 (0.107619)
Val/Test: [40/72]	 Time 0.630 (0.644)	 Loss 0.157418 (0.106344)
Val/Test: [50/72]	 Time 0.641 (0.642)	 Loss 0.109169 (0.105940)
Val/Test: [60/72]	 Time 0.629 (0.641)	 Loss 0.097963 (0.106102)
Val/Test: [70/72]	 Time 0.633 (0.640)	 Loss 0.086898 (0.105891)
Epoch: [15][0/288]	 Time 1.063 (1.063)	 Loss 0.095488 (0.095488)
Epoch: [15][10/288]	 Time 0.657 (0.698)	 Loss 0.105205 (0.104538)
Epoch: [15][20/288]	 Time 0.664 (0.682)	 Loss 0.079583 (0.101287)
Epoch: [15][30/288]	 Time 0.663 (0.677)	 Loss 0.093005 (0.102906)
Epoch: [15][40/288]	 Time 0.657 (0.674)	 Loss 0.073023 (0.101374)
Epoch: [15][50/288]	 Time 0.664 (0.672)	 Loss 0.094281 (0.100677)
Epoch: [15][60/288]	 Time 0.666 (0.671)	 Loss 0.075910 (0.101317)
Epoch: [15][70/288]	 Time 0.667 (0.670)	 Loss 0.085096 (0.102217)
Epoch: [15][80/288]	 Time 0.663 (0.670)	 Loss 0.096218 (0.102387)
Epoch: [15][90/288]	 Time 0.666 (0.669)	 Loss 0.126580 (0.104052)
Epoch: [15][100/288]	 Time 0.671 (0.669)	 Loss 0.107403 (0.105421)
Epoch: [15][110/288]	 Time 0.658 (0.668)	 Loss 0.105410 (0.105301)
Epoch: [15][120/288]	 Time 0.667 (0.668)	 Loss 0.108086 (0.104931)
Epoch: [15][130/288]	 Time 0.664 (0.667)	 Loss 0.151108 (0.105989)
Epoch: [15][140/288]	 Time 0.664 (0.667)	 Loss 0.136980 (0.106301)
Epoch: [15][150/288]	 Time 0.662 (0.667)	 Loss 0.096471 (0.106080)
Epoch: [15][160/288]	 Time 0.663 (0.666)	 Loss 0.111428 (0.106641)
Epoch: [15][170/288]	 Time 0.655 (0.666)	 Loss 0.080452 (0.105955)
Epoch: [15][180/288]	 Time 0.663 (0.666)	 Loss 0.092951 (0.105968)
Epoch: [15][190/288]	 Time 0.657 (0.665)	 Loss 0.095774 (0.106128)
Epoch: [15][200/288]	 Time 0.663 (0.665)	 Loss 0.068848 (0.105619)
Epoch: [15][210/288]	 Time 0.658 (0.665)	 Loss 0.085899 (0.105286)
Epoch: [15][220/288]	 Time 0.666 (0.665)	 Loss 0.157412 (0.105269)
Epoch: [15][230/288]	 Time 0.658 (0.665)	 Loss 0.099074 (0.105148)
Epoch: [15][240/288]	 Time 0.666 (0.665)	 Loss 0.139997 (0.105275)
Epoch: [15][250/288]	 Time 0.670 (0.665)	 Loss 0.115124 (0.105390)
Epoch: [15][260/288]	 Time 0.666 (0.665)	 Loss 0.096376 (0.105479)
Epoch: [15][270/288]	 Time 0.667 (0.665)	 Loss 0.123271 (0.105775)
Epoch: [15][280/288]	 Time 0.669 (0.665)	 Loss 0.113028 (0.105795)
Val/Test: [0/72]	 Time 1.055 (1.055)	 Loss 0.085523 (0.085523)
Val/Test: [10/72]	 Time 0.636 (0.672)	 Loss 0.120901 (0.111454)
Val/Test: [20/72]	 Time 0.640 (0.655)	 Loss 0.099547 (0.107259)
Val/Test: [30/72]	 Time 0.641 (0.648)	 Loss 0.126723 (0.107900)
Val/Test: [40/72]	 Time 0.629 (0.645)	 Loss 0.076855 (0.105050)
Val/Test: [50/72]	 Time 0.635 (0.643)	 Loss 0.108740 (0.105340)
Val/Test: [60/72]	 Time 0.631 (0.642)	 Loss 0.106434 (0.106121)
Val/Test: [70/72]	 Time 0.633 (0.641)	 Loss 0.079838 (0.104392)
Epoch: [16][0/288]	 Time 1.057 (1.057)	 Loss 0.079308 (0.079308)
Epoch: [16][10/288]	 Time 0.659 (0.695)	 Loss 0.106046 (0.104824)
Epoch: [16][20/288]	 Time 0.666 (0.680)	 Loss 0.086574 (0.097229)
Epoch: [16][30/288]	 Time 0.661 (0.674)	 Loss 0.123347 (0.101086)
Epoch: [16][40/288]	 Time 0.659 (0.671)	 Loss 0.117928 (0.101821)
Epoch: [16][50/288]	 Time 0.661 (0.669)	 Loss 0.120021 (0.101643)
Epoch: [16][60/288]	 Time 0.659 (0.668)	 Loss 0.142519 (0.103585)
Epoch: [16][70/288]	 Time 0.661 (0.667)	 Loss 0.098635 (0.102902)
Epoch: [16][80/288]	 Time 0.657 (0.666)	 Loss 0.122581 (0.102769)
Epoch: [16][90/288]	 Time 0.661 (0.666)	 Loss 0.116938 (0.103250)
Epoch: [16][100/288]	 Time 0.660 (0.665)	 Loss 0.096212 (0.102686)
Epoch: [16][110/288]	 Time 0.662 (0.665)	 Loss 0.119849 (0.102184)
Epoch: [16][120/288]	 Time 0.654 (0.665)	 Loss 0.098326 (0.101836)
Epoch: [16][130/288]	 Time 0.659 (0.665)	 Loss 0.099485 (0.102632)
Epoch: [16][140/288]	 Time 0.652 (0.664)	 Loss 0.085313 (0.103934)
Epoch: [16][150/288]	 Time 0.660 (0.664)	 Loss 0.124843 (0.103761)
Epoch: [16][160/288]	 Time 0.653 (0.664)	 Loss 0.067210 (0.104008)
Epoch: [16][170/288]	 Time 0.663 (0.664)	 Loss 0.085080 (0.103559)
Epoch: [16][180/288]	 Time 0.657 (0.664)	 Loss 0.107740 (0.102974)
Epoch: [16][190/288]	 Time 0.656 (0.663)	 Loss 0.110091 (0.102589)
Epoch: [16][200/288]	 Time 0.658 (0.663)	 Loss 0.138108 (0.102536)
Epoch: [16][210/288]	 Time 0.655 (0.663)	 Loss 0.109788 (0.102194)
Epoch: [16][220/288]	 Time 0.666 (0.663)	 Loss 0.072955 (0.102155)
Epoch: [16][230/288]	 Time 0.664 (0.663)	 Loss 0.090878 (0.102350)
Epoch: [16][240/288]	 Time 0.653 (0.663)	 Loss 0.097096 (0.102370)
Epoch: [16][250/288]	 Time 0.662 (0.663)	 Loss 0.123136 (0.102776)
Epoch: [16][260/288]	 Time 0.652 (0.663)	 Loss 0.100079 (0.103100)
Epoch: [16][270/288]	 Time 0.661 (0.663)	 Loss 0.116442 (0.103028)
Epoch: [16][280/288]	 Time 0.671 (0.663)	 Loss 0.096396 (0.103053)
Val/Test: [0/72]	 Time 1.027 (1.027)	 Loss 0.089484 (0.089484)
Val/Test: [10/72]	 Time 0.628 (0.667)	 Loss 0.065393 (0.110383)
Val/Test: [20/72]	 Time 0.635 (0.651)	 Loss 0.092269 (0.107626)
Val/Test: [30/72]	 Time 0.628 (0.644)	 Loss 0.118899 (0.107009)
Val/Test: [40/72]	 Time 0.631 (0.641)	 Loss 0.076021 (0.105309)
Val/Test: [50/72]	 Time 0.634 (0.640)	 Loss 0.098489 (0.104538)
Val/Test: [60/72]	 Time 0.622 (0.638)	 Loss 0.142031 (0.105328)
Val/Test: [70/72]	 Time 0.629 (0.637)	 Loss 0.121034 (0.107470)
Epoch: [17][0/288]	 Time 1.050 (1.050)	 Loss 0.085400 (0.085400)
Epoch: [17][10/288]	 Time 0.654 (0.696)	 Loss 0.103941 (0.098591)
Epoch: [17][20/288]	 Time 0.661 (0.679)	 Loss 0.127182 (0.101240)
Epoch: [17][30/288]	 Time 0.657 (0.674)	 Loss 0.058167 (0.102643)
Epoch: [17][40/288]	 Time 0.662 (0.671)	 Loss 0.092593 (0.102257)
Epoch: [17][50/288]	 Time 0.668 (0.669)	 Loss 0.124175 (0.103176)
Epoch: [17][60/288]	 Time 0.664 (0.668)	 Loss 0.123263 (0.102762)
